"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"19/12/2024 11:00:00 - 19/12/2024 12:00:00","BZN|NL","Without sequence","96.0","",""
"19/12/2024 12:00:00 - 19/12/2024 13:00:00","BZN|NL","Without sequence","80.1","",""
"19/12/2024 13:00:00 - 19/12/2024 14:00:00","BZN|NL","Without sequence","77.0","",""
"19/12/2024 14:00:00 - 19/12/2024 15:00:00","BZN|NL","Without sequence","80.03","",""
"19/12/2024 15:00:00 - 19/12/2024 16:00:00","BZN|NL","Without sequence","90.0","",""
"19/12/2024 16:00:00 - 19/12/2024 17:00:00","BZN|NL","Without sequence","110.9","",""
"19/12/2024 17:00:00 - 19/12/2024 18:00:00","BZN|NL","Without sequence","147.8","",""
"19/12/2024 18:00:00 - 19/12/2024 19:00:00","BZN|NL","Without sequence","129.99","",""
"19/12/2024 19:00:00 - 19/12/2024 20:00:00","BZN|NL","Without sequence","91.54","",""
"19/12/2024 20:00:00 - 19/12/2024 21:00:00","BZN|NL","Without sequence","85.29","",""
"19/12/2024 21:00:00 - 19/12/2024 22:00:00","BZN|NL","Without sequence","79.07","",""
"19/12/2024 22:00:00 - 19/12/2024 23:00:00","BZN|NL","Without sequence","79.05","",""
"19/12/2024 23:00:00 - 20/12/2024 00:00:00","BZN|NL","Without sequence","64.9","",""
"20/12/2024 00:00:00 - 20/12/2024 01:00:00","BZN|NL","Without sequence","48.65","",""
"20/12/2024 01:00:00 - 20/12/2024 02:00:00","BZN|NL","Without sequence","32.4","",""
"20/12/2024 02:00:00 - 20/12/2024 03:00:00","BZN|NL","Without sequence","17.52","",""
"20/12/2024 03:00:00 - 20/12/2024 04:00:00","BZN|NL","Without sequence","18.14","",""
"20/12/2024 04:00:00 - 20/12/2024 05:00:00","BZN|NL","Without sequence","23.6","",""
"20/12/2024 05:00:00 - 20/12/2024 06:00:00","BZN|NL","Without sequence","48.98","",""
"20/12/2024 06:00:00 - 20/12/2024 07:00:00","BZN|NL","Without sequence","74.92","",""
"20/12/2024 07:00:00 - 20/12/2024 08:00:00","BZN|NL","Without sequence","118.0","",""
"20/12/2024 08:00:00 - 20/12/2024 09:00:00","BZN|NL","Without sequence","169.0","",""
"20/12/2024 09:00:00 - 20/12/2024 10:00:00","BZN|NL","Without sequence","150.03","",""
"20/12/2024 10:00:00 - 20/12/2024 11:00:00","BZN|NL","Without sequence","122.92","",""
"20/12/2024 11:00:00 - 20/12/2024 12:00:00","BZN|NL","Without sequence","97.87","",""
"20/12/2024 12:00:00 - 20/12/2024 13:00:00","BZN|NL","Without sequence","87.97","",""
"20/12/2024 13:00:00 - 20/12/2024 14:00:00","BZN|NL","Without sequence","84.28","",""
"20/12/2024 14:00:00 - 20/12/2024 15:00:00","BZN|NL","Without sequence","88.76","",""
"20/12/2024 15:00:00 - 20/12/2024 16:00:00","BZN|NL","Without sequence","99.38","",""
"20/12/2024 16:00:00 - 20/12/2024 17:00:00","BZN|NL","Without sequence","105.58","",""
"20/12/2024 17:00:00 - 20/12/2024 18:00:00","BZN|NL","Without sequence","110.14","",""
"20/12/2024 18:00:00 - 20/12/2024 19:00:00","BZN|NL","Without sequence","101.72","",""
"20/12/2024 19:00:00 - 20/12/2024 20:00:00","BZN|NL","Without sequence","99.33","",""
"20/12/2024 20:00:00 - 20/12/2024 21:00:00","BZN|NL","Without sequence","90.34","",""
"20/12/2024 21:00:00 - 20/12/2024 22:00:00","BZN|NL","Without sequence","72.44","",""
"20/12/2024 22:00:00 - 20/12/2024 23:00:00","BZN|NL","Without sequence","70.42","",""
"20/12/2024 23:00:00 - 21/12/2024 00:00:00","BZN|NL","Without sequence","58.33","",""
"21/12/2024 00:00:00 - 21/12/2024 01:00:00","BZN|NL","Without sequence","28.81","",""
"21/12/2024 01:00:00 - 21/12/2024 02:00:00","BZN|NL","Without sequence","24.51","",""
"21/12/2024 02:00:00 - 21/12/2024 03:00:00","BZN|NL","Without sequence","24.26","",""
"21/12/2024 03:00:00 - 21/12/2024 04:00:00","BZN|NL","Without sequence","19.41","",""
"21/12/2024 04:00:00 - 21/12/2024 05:00:00","BZN|NL","Without sequence","18.11","",""
"21/12/2024 05:00:00 - 21/12/2024 06:00:00","BZN|NL","Without sequence","26.16","",""
"21/12/2024 06:00:00 - 21/12/2024 07:00:00","BZN|NL","Without sequence","41.73","",""
"21/12/2024 07:00:00 - 21/12/2024 08:00:00","BZN|NL","Without sequence","40.6","",""
"21/12/2024 08:00:00 - 21/12/2024 09:00:00","BZN|NL","Without sequence","51.65","",""
"21/12/2024 09:00:00 - 21/12/2024 10:00:00","BZN|NL","Without sequence","61.92","",""
"21/12/2024 10:00:00 - 21/12/2024 11:00:00","BZN|NL","Without sequence","56.0","",""
"21/12/2024 11:00:00 - 21/12/2024 12:00:00","BZN|NL","Without sequence","40.52","",""
"21/12/2024 12:00:00 - 21/12/2024 13:00:00","BZN|NL","Without sequence","34.64","",""
"21/12/2024 13:00:00 - 21/12/2024 14:00:00","BZN|NL","Without sequence","31.44","",""
"21/12/2024 14:00:00 - 21/12/2024 15:00:00","BZN|NL","Without sequence","28.45","",""
"21/12/2024 15:00:00 - 21/12/2024 16:00:00","BZN|NL","Without sequence","31.09","",""
"21/12/2024 16:00:00 - 21/12/2024 17:00:00","BZN|NL","Without sequence","32.56","",""
"21/12/2024 17:00:00 - 21/12/2024 18:00:00","BZN|NL","Without sequence","49.9","",""
"21/12/2024 18:00:00 - 21/12/2024 19:00:00","BZN|NL","Without sequence","60.1","",""
"21/12/2024 19:00:00 - 21/12/2024 20:00:00","BZN|NL","Without sequence","55.0","",""
"21/12/2024 20:00:00 - 21/12/2024 21:00:00","BZN|NL","Without sequence","28.04","",""
"21/12/2024 21:00:00 - 21/12/2024 22:00:00","BZN|NL","Without sequence","9.41","",""
"21/12/2024 22:00:00 - 21/12/2024 23:00:00","BZN|NL","Without sequence","7.36","",""
"21/12/2024 23:00:00 - 22/12/2024 00:00:00","BZN|NL","Without sequence","3.98","",""
"22/12/2024 00:00:00 - 22/12/2024 01:00:00","BZN|NL","Without sequence","2.7","",""
"22/12/2024 01:00:00 - 22/12/2024 02:00:00","BZN|NL","Without sequence","1.61","",""
"22/12/2024 02:00:00 - 22/12/2024 03:00:00","BZN|NL","Without sequence","0.0","",""
"22/12/2024 03:00:00 - 22/12/2024 04:00:00","BZN|NL","Without sequence","-0.74","",""
"22/12/2024 04:00:00 - 22/12/2024 05:00:00","BZN|NL","Without sequence","-2.0","",""
"22/12/2024 05:00:00 - 22/12/2024 06:00:00","BZN|NL","Without sequence","-1.24","",""
"22/12/2024 06:00:00 - 22/12/2024 07:00:00","BZN|NL","Without sequence","-0.66","",""
"22/12/2024 07:00:00 - 22/12/2024 08:00:00","BZN|NL","Without sequence","2.29","",""
"22/12/2024 08:00:00 - 22/12/2024 09:00:00","BZN|NL","Without sequence","6.45","",""
"22/12/2024 09:00:00 - 22/12/2024 10:00:00","BZN|NL","Without sequence","22.41","",""
"22/12/2024 10:00:00 - 22/12/2024 11:00:00","BZN|NL","Without sequence","20.66","",""
"22/12/2024 11:00:00 - 22/12/2024 12:00:00","BZN|NL","Without sequence","23.54","",""
"22/12/2024 12:00:00 - 22/12/2024 13:00:00","BZN|NL","Without sequence","22.62","",""
"22/12/2024 13:00:00 - 22/12/2024 14:00:00","BZN|NL","Without sequence","22.55","",""
"22/12/2024 14:00:00 - 22/12/2024 15:00:00","BZN|NL","Without sequence","28.07","",""
"22/12/2024 15:00:00 - 22/12/2024 16:00:00","BZN|NL","Without sequence","41.77","",""
"22/12/2024 16:00:00 - 22/12/2024 17:00:00","BZN|NL","Without sequence","59.9","",""
"22/12/2024 17:00:00 - 22/12/2024 18:00:00","BZN|NL","Without sequence","92.3","",""
"22/12/2024 18:00:00 - 22/12/2024 19:00:00","BZN|NL","Without sequence","86.2","",""
"22/12/2024 19:00:00 - 22/12/2024 20:00:00","BZN|NL","Without sequence","71.23","",""
"22/12/2024 20:00:00 - 22/12/2024 21:00:00","BZN|NL","Without sequence","54.9","",""
"22/12/2024 21:00:00 - 22/12/2024 22:00:00","BZN|NL","Without sequence","39.91","",""
"22/12/2024 22:00:00 - 22/12/2024 23:00:00","BZN|NL","Without sequence","37.91","",""
"22/12/2024 23:00:00 - 23/12/2024 00:00:00","BZN|NL","Without sequence","26.32","",""
"23/12/2024 00:00:00 - 23/12/2024 01:00:00","BZN|NL","Without sequence","19.37","",""
"23/12/2024 01:00:00 - 23/12/2024 02:00:00","BZN|NL","Without sequence","13.26","",""
"23/12/2024 02:00:00 - 23/12/2024 03:00:00","BZN|NL","Without sequence","11.13","",""
"23/12/2024 03:00:00 - 23/12/2024 04:00:00","BZN|NL","Without sequence","7.73","",""
"23/12/2024 04:00:00 - 23/12/2024 05:00:00","BZN|NL","Without sequence","6.4","",""
"23/12/2024 05:00:00 - 23/12/2024 06:00:00","BZN|NL","Without sequence","6.3","",""
"23/12/2024 06:00:00 - 23/12/2024 07:00:00","BZN|NL","Without sequence","17.45","",""
"23/12/2024 07:00:00 - 23/12/2024 08:00:00","BZN|NL","Without sequence","53.37","",""
"23/12/2024 08:00:00 - 23/12/2024 09:00:00","BZN|NL","Without sequence","66.94","",""
"23/12/2024 09:00:00 - 23/12/2024 10:00:00","BZN|NL","Without sequence","67.36","",""
"23/12/2024 10:00:00 - 23/12/2024 11:00:00","BZN|NL","Without sequence","56.0","",""
"23/12/2024 11:00:00 - 23/12/2024 12:00:00","BZN|NL","Without sequence","54.9","",""
"23/12/2024 12:00:00 - 23/12/2024 13:00:00","BZN|NL","Without sequence","56.97","",""
"23/12/2024 13:00:00 - 23/12/2024 14:00:00","BZN|NL","Without sequence","57.7","",""
"23/12/2024 14:00:00 - 23/12/2024 15:00:00","BZN|NL","Without sequence","64.55","",""
"23/12/2024 15:00:00 - 23/12/2024 16:00:00","BZN|NL","Without sequence","76.34","",""
"23/12/2024 16:00:00 - 23/12/2024 17:00:00","BZN|NL","Without sequence","117.27","",""
"23/12/2024 17:00:00 - 23/12/2024 18:00:00","BZN|NL","Without sequence","130.32","",""
"23/12/2024 18:00:00 - 23/12/2024 19:00:00","BZN|NL","Without sequence","129.9","",""
"23/12/2024 19:00:00 - 23/12/2024 20:00:00","BZN|NL","Without sequence","135.96","",""
"23/12/2024 20:00:00 - 23/12/2024 21:00:00","BZN|NL","Without sequence","145.8","",""
"23/12/2024 21:00:00 - 23/12/2024 22:00:00","BZN|NL","Without sequence","110.2","",""
"23/12/2024 22:00:00 - 23/12/2024 23:00:00","BZN|NL","Without sequence","105.82","",""
"23/12/2024 23:00:00 - 24/12/2024 00:00:00","BZN|NL","Without sequence","118.91","",""
"24/12/2024 00:00:00 - 24/12/2024 01:00:00","BZN|NL","Without sequence","86.03","",""
"24/12/2024 01:00:00 - 24/12/2024 02:00:00","BZN|NL","Without sequence","82.84","",""
"24/12/2024 02:00:00 - 24/12/2024 03:00:00","BZN|NL","Without sequence","81.89","",""
"24/12/2024 03:00:00 - 24/12/2024 04:00:00","BZN|NL","Without sequence","78.0","",""
"24/12/2024 04:00:00 - 24/12/2024 05:00:00","BZN|NL","Without sequence","78.78","",""
"24/12/2024 05:00:00 - 24/12/2024 06:00:00","BZN|NL","Without sequence","80.6","",""
"24/12/2024 06:00:00 - 24/12/2024 07:00:00","BZN|NL","Without sequence","85.07","",""
"24/12/2024 07:00:00 - 24/12/2024 08:00:00","BZN|NL","Without sequence","100.83","",""
"24/12/2024 08:00:00 - 24/12/2024 09:00:00","BZN|NL","Without sequence","115.09","",""
"24/12/2024 09:00:00 - 24/12/2024 10:00:00","BZN|NL","Without sequence","120.95","",""
"24/12/2024 10:00:00 - 24/12/2024 11:00:00","BZN|NL","Without sequence","120.0","",""
"24/12/2024 11:00:00 - 24/12/2024 12:00:00","BZN|NL","Without sequence","118.16","",""
"24/12/2024 12:00:00 - 24/12/2024 13:00:00","BZN|NL","Without sequence","117.49","",""
"24/12/2024 13:00:00 - 24/12/2024 14:00:00","BZN|NL","Without sequence","115.38","",""
"24/12/2024 14:00:00 - 24/12/2024 15:00:00","BZN|NL","Without sequence","117.98","",""
"24/12/2024 15:00:00 - 24/12/2024 16:00:00","BZN|NL","Without sequence","119.5","",""
"24/12/2024 16:00:00 - 24/12/2024 17:00:00","BZN|NL","Without sequence","120.21","",""
"24/12/2024 17:00:00 - 24/12/2024 18:00:00","BZN|NL","Without sequence","118.0","",""
"24/12/2024 18:00:00 - 24/12/2024 19:00:00","BZN|NL","Without sequence","110.98","",""
"24/12/2024 19:00:00 - 24/12/2024 20:00:00","BZN|NL","Without sequence","105.66","",""
"24/12/2024 20:00:00 - 24/12/2024 21:00:00","BZN|NL","Without sequence","102.56","",""
"24/12/2024 21:00:00 - 24/12/2024 22:00:00","BZN|NL","Without sequence","94.63","",""
"24/12/2024 22:00:00 - 24/12/2024 23:00:00","BZN|NL","Without sequence","99.04","",""
"24/12/2024 23:00:00 - 25/12/2024 00:00:00","BZN|NL","Without sequence","90.0","",""
"25/12/2024 00:00:00 - 25/12/2024 01:00:00","BZN|NL","Without sequence","91.37","",""
"25/12/2024 01:00:00 - 25/12/2024 02:00:00","BZN|NL","Without sequence","86.44","",""
"25/12/2024 02:00:00 - 25/12/2024 03:00:00","BZN|NL","Without sequence","85.07","",""
"25/12/2024 03:00:00 - 25/12/2024 04:00:00","BZN|NL","Without sequence","80.81","",""
"25/12/2024 04:00:00 - 25/12/2024 05:00:00","BZN|NL","Without sequence","75.99","",""
"25/12/2024 05:00:00 - 25/12/2024 06:00:00","BZN|NL","Without sequence","80.81","",""
"25/12/2024 06:00:00 - 25/12/2024 07:00:00","BZN|NL","Without sequence","83.01","",""
"25/12/2024 07:00:00 - 25/12/2024 08:00:00","BZN|NL","Without sequence","84.94","",""
"25/12/2024 08:00:00 - 25/12/2024 09:00:00","BZN|NL","Without sequence","90.21","",""
"25/12/2024 09:00:00 - 25/12/2024 10:00:00","BZN|NL","Without sequence","99.24","",""
"25/12/2024 10:00:00 - 25/12/2024 11:00:00","BZN|NL","Without sequence","93.56","",""
"25/12/2024 11:00:00 - 25/12/2024 12:00:00","BZN|NL","Without sequence","92.55","",""
"25/12/2024 12:00:00 - 25/12/2024 13:00:00","BZN|NL","Without sequence","94.41","",""
"25/12/2024 13:00:00 - 25/12/2024 14:00:00","BZN|NL","Without sequence","91.03","",""
"25/12/2024 14:00:00 - 25/12/2024 15:00:00","BZN|NL","Without sequence","99.17","",""
"25/12/2024 15:00:00 - 25/12/2024 16:00:00","BZN|NL","Without sequence","110.0","",""
"25/12/2024 16:00:00 - 25/12/2024 17:00:00","BZN|NL","Without sequence","116.71","",""
"25/12/2024 17:00:00 - 25/12/2024 18:00:00","BZN|NL","Without sequence","120.52","",""
"25/12/2024 18:00:00 - 25/12/2024 19:00:00","BZN|NL","Without sequence","119.1","",""
"25/12/2024 19:00:00 - 25/12/2024 20:00:00","BZN|NL","Without sequence","118.0","",""
"25/12/2024 20:00:00 - 25/12/2024 21:00:00","BZN|NL","Without sequence","118.32","",""
"25/12/2024 21:00:00 - 25/12/2024 22:00:00","BZN|NL","Without sequence","113.01","",""
"25/12/2024 22:00:00 - 25/12/2024 23:00:00","BZN|NL","Without sequence","114.07","",""
"25/12/2024 23:00:00 - 26/12/2024 00:00:00","BZN|NL","Without sequence","104.63","",""
"26/12/2024 00:00:00 - 26/12/2024 01:00:00","BZN|NL","Without sequence","102.17","",""
"26/12/2024 01:00:00 - 26/12/2024 02:00:00","BZN|NL","Without sequence","95.06","",""
"26/12/2024 02:00:00 - 26/12/2024 03:00:00","BZN|NL","Without sequence","94.61","",""
"26/12/2024 03:00:00 - 26/12/2024 04:00:00","BZN|NL","Without sequence","89.64","",""
"26/12/2024 04:00:00 - 26/12/2024 05:00:00","BZN|NL","Without sequence","90.87","",""
"26/12/2024 05:00:00 - 26/12/2024 06:00:00","BZN|NL","Without sequence","95.1","",""
"26/12/2024 06:00:00 - 26/12/2024 07:00:00","BZN|NL","Without sequence","99.0","",""
"26/12/2024 07:00:00 - 26/12/2024 08:00:00","BZN|NL","Without sequence","112.62","",""
"26/12/2024 08:00:00 - 26/12/2024 09:00:00","BZN|NL","Without sequence","119.18","",""
"26/12/2024 09:00:00 - 26/12/2024 10:00:00","BZN|NL","Without sequence","118.23","",""
"26/12/2024 10:00:00 - 26/12/2024 11:00:00","BZN|NL","Without sequence","113.25","",""
"26/12/2024 11:00:00 - 26/12/2024 12:00:00","BZN|NL","Without sequence","106.01","",""
"26/12/2024 12:00:00 - 26/12/2024 13:00:00","BZN|NL","Without sequence","107.71","",""
"26/12/2024 13:00:00 - 26/12/2024 14:00:00","BZN|NL","Without sequence","103.9","",""
"26/12/2024 14:00:00 - 26/12/2024 15:00:00","BZN|NL","Without sequence","109.64","",""
"26/12/2024 15:00:00 - 26/12/2024 16:00:00","BZN|NL","Without sequence","120.75","",""
"26/12/2024 16:00:00 - 26/12/2024 17:00:00","BZN|NL","Without sequence","128.66","",""
"26/12/2024 17:00:00 - 26/12/2024 18:00:00","BZN|NL","Without sequence","137.9","",""
"26/12/2024 18:00:00 - 26/12/2024 19:00:00","BZN|NL","Without sequence","138.05","",""
"26/12/2024 19:00:00 - 26/12/2024 20:00:00","BZN|NL","Without sequence","135.71","",""
"26/12/2024 20:00:00 - 26/12/2024 21:00:00","BZN|NL","Without sequence","129.13","",""
"26/12/2024 21:00:00 - 26/12/2024 22:00:00","BZN|NL","Without sequence","120.85","",""
"26/12/2024 22:00:00 - 26/12/2024 23:00:00","BZN|NL","Without sequence","123.5","",""
"26/12/2024 23:00:00 - 27/12/2024 00:00:00","BZN|NL","Without sequence","116.98","",""
"27/12/2024 00:00:00 - 27/12/2024 01:00:00","BZN|NL","Without sequence","106.79","",""
"27/12/2024 01:00:00 - 27/12/2024 02:00:00","BZN|NL","Without sequence","101.52","",""
"27/12/2024 02:00:00 - 27/12/2024 03:00:00","BZN|NL","Without sequence","101.03","",""
"27/12/2024 03:00:00 - 27/12/2024 04:00:00","BZN|NL","Without sequence","99.74","",""
"27/12/2024 04:00:00 - 27/12/2024 05:00:00","BZN|NL","Without sequence","99.58","",""
"27/12/2024 05:00:00 - 27/12/2024 06:00:00","BZN|NL","Without sequence","106.2","",""
"27/12/2024 06:00:00 - 27/12/2024 07:00:00","BZN|NL","Without sequence","115.7","",""
"27/12/2024 07:00:00 - 27/12/2024 08:00:00","BZN|NL","Without sequence","124.29","",""
"27/12/2024 08:00:00 - 27/12/2024 09:00:00","BZN|NL","Without sequence","131.85","",""
"27/12/2024 09:00:00 - 27/12/2024 10:00:00","BZN|NL","Without sequence","130.15","",""
"27/12/2024 10:00:00 - 27/12/2024 11:00:00","BZN|NL","Without sequence","120.1","",""
"27/12/2024 11:00:00 - 27/12/2024 12:00:00","BZN|NL","Without sequence","107.94","",""
"27/12/2024 12:00:00 - 27/12/2024 13:00:00","BZN|NL","Without sequence","107.81","",""
"27/12/2024 13:00:00 - 27/12/2024 14:00:00","BZN|NL","Without sequence","107.94","",""
"27/12/2024 14:00:00 - 27/12/2024 15:00:00","BZN|NL","Without sequence","120.12","",""
"27/12/2024 15:00:00 - 27/12/2024 16:00:00","BZN|NL","Without sequence","133.64","",""
"27/12/2024 16:00:00 - 27/12/2024 17:00:00","BZN|NL","Without sequence","144.21","",""
"27/12/2024 17:00:00 - 27/12/2024 18:00:00","BZN|NL","Without sequence","151.55","",""
"27/12/2024 18:00:00 - 27/12/2024 19:00:00","BZN|NL","Without sequence","158.4","",""
"27/12/2024 19:00:00 - 27/12/2024 20:00:00","BZN|NL","Without sequence","146.43","",""
"27/12/2024 20:00:00 - 27/12/2024 21:00:00","BZN|NL","Without sequence","133.14","",""
"27/12/2024 21:00:00 - 27/12/2024 22:00:00","BZN|NL","Without sequence","125.42","",""
"27/12/2024 22:00:00 - 27/12/2024 23:00:00","BZN|NL","Without sequence","126.76","",""
"27/12/2024 23:00:00 - 28/12/2024 00:00:00","BZN|NL","Without sequence","114.0","",""
"28/12/2024 00:00:00 - 28/12/2024 01:00:00","BZN|NL","Without sequence","126.4","",""
"28/12/2024 01:00:00 - 28/12/2024 02:00:00","BZN|NL","Without sequence","116.63","",""
"28/12/2024 02:00:00 - 28/12/2024 03:00:00","BZN|NL","Without sequence","110.15","",""
"28/12/2024 03:00:00 - 28/12/2024 04:00:00","BZN|NL","Without sequence","105.92","",""
"28/12/2024 04:00:00 - 28/12/2024 05:00:00","BZN|NL","Without sequence","102.93","",""
"28/12/2024 05:00:00 - 28/12/2024 06:00:00","BZN|NL","Without sequence","105.58","",""
"28/12/2024 06:00:00 - 28/12/2024 07:00:00","BZN|NL","Without sequence","109.71","",""
"28/12/2024 07:00:00 - 28/12/2024 08:00:00","BZN|NL","Without sequence","124.24","",""
"28/12/2024 08:00:00 - 28/12/2024 09:00:00","BZN|NL","Without sequence","128.0","",""
"28/12/2024 09:00:00 - 28/12/2024 10:00:00","BZN|NL","Without sequence","128.3","",""
"28/12/2024 10:00:00 - 28/12/2024 11:00:00","BZN|NL","Without sequence","122.83","",""
"28/12/2024 11:00:00 - 28/12/2024 12:00:00","BZN|NL","Without sequence","113.4","",""
"28/12/2024 12:00:00 - 28/12/2024 13:00:00","BZN|NL","Without sequence","108.97","",""
"28/12/2024 13:00:00 - 28/12/2024 14:00:00","BZN|NL","Without sequence","110.01","",""
"28/12/2024 14:00:00 - 28/12/2024 15:00:00","BZN|NL","Without sequence","117.24","",""
"28/12/2024 15:00:00 - 28/12/2024 16:00:00","BZN|NL","Without sequence","134.1","",""
"28/12/2024 16:00:00 - 28/12/2024 17:00:00","BZN|NL","Without sequence","140.02","",""
"28/12/2024 17:00:00 - 28/12/2024 18:00:00","BZN|NL","Without sequence","150.49","",""
"28/12/2024 18:00:00 - 28/12/2024 19:00:00","BZN|NL","Without sequence","147.8","",""
"28/12/2024 19:00:00 - 28/12/2024 20:00:00","BZN|NL","Without sequence","140.88","",""
"28/12/2024 20:00:00 - 28/12/2024 21:00:00","BZN|NL","Without sequence","129.59","",""
"28/12/2024 21:00:00 - 28/12/2024 22:00:00","BZN|NL","Without sequence","125.9","",""
"28/12/2024 22:00:00 - 28/12/2024 23:00:00","BZN|NL","Without sequence","121.25","",""
"28/12/2024 23:00:00 - 29/12/2024 00:00:00","BZN|NL","Without sequence","115.0","",""
"29/12/2024 00:00:00 - 29/12/2024 01:00:00","BZN|NL","Without sequence","127.39","",""
"29/12/2024 01:00:00 - 29/12/2024 02:00:00","BZN|NL","Without sequence","114.09","",""
"29/12/2024 02:00:00 - 29/12/2024 03:00:00","BZN|NL","Without sequence","107.71","",""
"29/12/2024 03:00:00 - 29/12/2024 04:00:00","BZN|NL","Without sequence","101.7","",""
"29/12/2024 04:00:00 - 29/12/2024 05:00:00","BZN|NL","Without sequence","97.73","",""
"29/12/2024 05:00:00 - 29/12/2024 06:00:00","BZN|NL","Without sequence","98.61","",""
"29/12/2024 06:00:00 - 29/12/2024 07:00:00","BZN|NL","Without sequence","98.16","",""
"29/12/2024 07:00:00 - 29/12/2024 08:00:00","BZN|NL","Without sequence","103.56","",""
"29/12/2024 08:00:00 - 29/12/2024 09:00:00","BZN|NL","Without sequence","110.71","",""
"29/12/2024 09:00:00 - 29/12/2024 10:00:00","BZN|NL","Without sequence","118.17","",""
